CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T42.71XA, Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T42.72XA, Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T42.73XA, Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T42.74XA, Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T79.4XXA, Traumatic shock, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T79.5XXA, Traumatic anuria, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T80.0XXA, Air embolism following infusion, transfusion and therapeutic injection, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T81.10XA, Postprocedural shock unspecified, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T81.11XA, Postprocedural cardiogenic shock, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T81.718A, Complication of other artery following a procedure, not elsewhere classified, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T81.72XA, Complication of vein following a procedure, not elsewhere classified, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T82.817A, Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, T82.818A, Embolism due to vascular prosthetic devices, implants and grafts, initial encounter
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, Z86.711, Personal history of pulmonary embolism
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, Z86.79, Personal history of other diseases of the circulatory system
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, Z91.89, Other specified personal risk factors, not elsewhere classified
93503, Insert/place heart catheter<<<wut>>>INSERTION AND PLACEMENT OF FLOW DIRECTED CATHETER (EG, SWAN-GANZ) FOR MONITORING PURPOSES, Z98.890, Other specified postprocedural states
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.8, Other transient cerebral ischemic attacks and related syndromes
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.9, Transient cerebral ischemic attack, unspecified
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I10, Essential (primary) hypertension
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.0, Hypertensive heart disease with heart failure
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.9, Hypertensive heart disease without heart failure
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.0, Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.9, Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.0, Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.10, Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.11, Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.2, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.0, Renovascular hypertension
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.1, Hypertension secondary to other renal disorders
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.031, Cerebral infarction due to thrombosis of right carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.032, Cerebral infarction due to thrombosis of left carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.131, Cerebral infarction due to embolism of right carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.132, Cerebral infarction due to embolism of left carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.231, Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.232, Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.59, Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.21, Occlusion and stenosis of right carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.22, Occlusion and stenosis of left carotid artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.23, Occlusion and stenosis of bilateral carotid arteries
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.8, Occlusion and stenosis of other precerebral arteries
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.0, Dissection of cerebral arteries, nonruptured
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.841, Reversible cerebrovascular vasoconstriction syndrome
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.848, Other cerebrovascular vasospasm and vasoconstriction
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.0, Atherosclerosis of aorta
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.1, Atherosclerosis of renal artery
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.211, Atherosclerosis of native arteries of extremities with intermittent claudication, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.212, Atherosclerosis of native arteries of extremities with intermittent claudication, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.213, Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.221, Atherosclerosis of native arteries of extremities with rest pain, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.222, Atherosclerosis of native arteries of extremities with rest pain, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.223, Atherosclerosis of native arteries of extremities with rest pain, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.231, Atherosclerosis of native arteries of right leg with ulceration of thigh
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.232, Atherosclerosis of native arteries of right leg with ulceration of calf
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.233, Atherosclerosis of native arteries of right leg with ulceration of ankle
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.234, Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.241, Atherosclerosis of native arteries of left leg with ulceration of thigh
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.242, Atherosclerosis of native arteries of left leg with ulceration of calf
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.243, Atherosclerosis of native arteries of left leg with ulceration of ankle
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.244, Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.25, Atherosclerosis of native arteries of other extremities with ulceration
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.261, Atherosclerosis of native arteries of extremities with gangrene, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.262, Atherosclerosis of native arteries of extremities with gangrene, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.263, Atherosclerosis of native arteries of extremities with gangrene, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.411, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.412, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.413, Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.421, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.422, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.423, Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.431, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.432, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.433, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.434, Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.441, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.442, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.443, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.444, Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.45, Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.461, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.462, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.463, Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.511, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.512, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.513, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.521, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, right leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.522, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.523, Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, bilateral legs
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.531, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.532, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf
75625, Contrast exam abdominl aorta<<<wut>>>AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.533, Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle
