CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I34.0, Nonrheumatic mitral (valve) insufficiency
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I34.1, Nonrheumatic mitral (valve) prolapse
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I34.2, Nonrheumatic mitral (valve) stenosis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I34.8, Other nonrheumatic mitral valve disorders
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I34.9, Nonrheumatic mitral valve disorder, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I35.0, Nonrheumatic aortic (valve) stenosis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I35.1, Nonrheumatic aortic (valve) insufficiency
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I35.2, Nonrheumatic aortic (valve) stenosis with insufficiency
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I35.8, Other nonrheumatic aortic valve disorders
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I35.9, Nonrheumatic aortic valve disorder, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I38, Endocarditis, valve unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I39, Endocarditis and heart valve disorders in diseases classified elsewhere
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I40.0, Infective myocarditis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I40.1, Isolated myocarditis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I40.8, Other acute myocarditis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I40.9, Acute myocarditis, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I41, Myocarditis in diseases classified elsewhere
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.0, Dilated cardiomyopathy
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.1, Obstructive hypertrophic cardiomyopathy
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.2, Other hypertrophic cardiomyopathy
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.3, Endomyocardial (eosinophilic) disease
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.4, Endocardial fibroelastosis
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.5, Other restrictive cardiomyopathy
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.6, Alcoholic cardiomyopathy
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.7, Cardiomyopathy due to drug and external agent
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.8, Other cardiomyopathies
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I42.9, Cardiomyopathy, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I43, Cardiomyopathy in diseases classified elsewhere
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I46.2, Cardiac arrest due to underlying cardiac condition
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I46.8, Cardiac arrest due to other underlying condition
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I46.9, Cardiac arrest, cause unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I47.0, Re-entry ventricular arrhythmia
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I47.2, Ventricular tachycardia
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I47.9, Paroxysmal tachycardia, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I49.01, Ventricular fibrillation
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I49.02, Ventricular flutter
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.1, Left ventricular failure, unspecified
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.20, Unspecified systolic (congestive) heart failure
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.21, Acute systolic (congestive) heart failure
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.22, Chronic systolic (congestive) heart failure
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.23, Acute on chronic systolic (congestive) heart failure
93459, L hrt art/grft angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, I50.30, Unspecified diastolic (congestive) heart failure
